source,task_type,in_source_id,prompt,gold_standard_solution,verification_info,metadata,problem_id
synthetic_math,verifiable_math,,"A jar contains quarters (worth \$0.25 each), nickels (worth \$0.05 each), pennies (worth \$0.01 each), and dimes (worth \$0.10 each). The value of the quarters is \$15.00, the value of the nickels is \$5.00, the value of the pennies is \$2.00, and the value of the dimes is \$12.00. If Judith randomly chooses one coin from the jar, what is the probability that it is a dime?

Return your final response as 'Final Answer: \boxed{<answer>}', where <answer> is the number or mathematical expression of the solution.","1. Calculate the number of quarters:
   \[
   \text{Number of quarters} = \frac{15}{0.25} = 60 \text{ quarters}
   \]
2. Calculate the number of nickels:
   \[
   \text{Number of nickels} = \frac{5}{0.05} = 100 \text{ nickels}
   \]
3. Calculate the number of pennies:
   \[
   \text{Number of pennies} = \frac{2}{0.01} = 200 \text{ pennies}
   \]
4. Calculate the number of dimes:
   \[
   \text{Number of dimes} = \frac{12}{0.10} = 120 \text{ dimes}
   \]
5. Calculate the total number of coins:
   \[
   \text{Total number of coins} = 60 + 100 + 200 + 120 = 480 \text{ coins}
   \]
6. Calculate the probability of picking a dime:
   \[
   \text{Probability of picking a dime} = \frac{\text{Number of dimes}}{\text{Total number of coins}} = \frac{120}{480} = \boxed{\frac{1}{4}}
   \]",{'ground_truth': '\\frac{1}{4}'},{},vfm_684728
aops_forum,verifiable_math,,"Let  $S=\{1,2,\dots,3000\}$ . Determine the maximum possible integer  $X$  that satisfies the condition:
For all bijective function  $f:S\rightarrow S$ , there exists bijective function  $g:S\rightarrow S$  such that  $$ \displaystyle\sum_{k=1}^{3000}\left(\max\{f(f(k)),f(g(k)),g(f(k)),g(g(k))\}-\min\{f(f(k)),f(g(k)),g(f(k)),g(g(k))\}\right)\geq X $$  

Return your final response as 'Final Answer: \boxed{<answer>}', where <answer> is the number or mathematical expression of the solution.","To determine the maximum possible integer \( X \) that satisfies the given condition, we need to analyze the sum involving the maximum and minimum values of the functions \( f \) and \( g \). 

1. **Upper Bound Analysis:**
   Consider the identity function \( f(x) = x \). We need to evaluate the sum:
   \[
   \sum_{k=1}^{3000} \left( \max\{f(f(k)), f(g(k)), g(f(k)), g(g(k))\} - \min\{f(f(k)), f(g(k)), g(f(k)), g(g(k))\} \right)
   \]
   Since \( f(x) = x \), this simplifies to:
   \[
   \sum_{k=1}^{3000} \left( \max\{k, g(k), g(k), g(g(k))\} - \min\{k, g(k), g(k), g(g(k))\} \right)
   \]
   Let \( n = 1000 \). We need to consider the distribution of \( k \), \( g(k) \), and \( g(g(k)) \). Let \( a_0, a_1, a_2 \) be the number of integers \( 1 \leq k \leq 3n \) such that \( \max\{k, g(k), g(g(k))\} = k, g(k), \) and \( g(g(k)) \), respectively. Note that \( a_0 + a_1 + a_2 = 3n \).

2. **Sum of Maximum Values:**
   \[
   \sum_{k=1}^{3n} \max\{k, g(k), g(g(k))\} \leq \sum_{k=0}^{a_0-1} (3n - k) + \sum_{k=0}^{a_1-1} (3n - k) + \sum_{k=0}^{a_2-1} (3n - k)
   \]
   This simplifies to:
   \[
   9n^2 - \frac{a_0^2 + a_1^2 + a_2^2 - 3n}{2} \leq \frac{15n^2 + 3n}{2}
   \]

3. **Sum of Minimum Values:**
   Let \( b_0, b_1, b_2 \) be the number of integers \( 1 \leq k \leq 3n \) such that \( \min\{k, g(k), g(g(k))\} = k, g(k), \) and \( g(g(k)) \), respectively. Then:
   \[
   \sum_{k=1}^{3n} \min\{k, g(k), g(g(k))\} \geq \sum_{k=1}^{b_0} k + \sum_{k=1}^{b_1} k + \sum_{k=1}^{b_2} k = \frac{b_0^2 + b_1^2 + b_2^2 + 3n}{2} \geq \frac{3n^2 + 3n}{2}
   \]

4. **Combining the Results:**
   \[
   X \leq \frac{15n^2 + 3n}{2} - \frac{3n^2 + 3n}{2} = 6n^2
   \]
   For \( n = 1000 \):
   \[
   X \leq 6 \times 1000^2 = 6000000
   \]

5. **Lower Bound Analysis:**
   Consider the function \( h(x) = g(f^{-1}(x)) \). We can replace \( k \) with \( f^{-1}(f^{-1}(k)) \) in the summation to get:
   \[
   S = \sum_{k=1}^{3n} \left( \max\{k, f(h(f^{-1}(k))), h(k), h(h(k))\} - \min\{k, f(h(f^{-1}(k))), h(k), h(h(k))\} \right)
   \]
   It suffices to find \( h \) such that \( S \geq 6n^2 \). Consider:
   \[
   h(x) = \begin{cases} 
   x+n & \text{if } 1 \leq x \leq n \\
   4n-x+1 & \text{if } n+1 \leq x \leq 2n \\
   3n-x+1 & \text{if } 2n+1 \leq x \leq 3n 
   \end{cases}
   \]
   Notice that \( h(h(h(x))) = x \). For \( k \in \{i, i+n, 3n-i+1\}, 1 \leq i \leq n \):
   \[
   \max\{k, h(k), h(h(k))\} - \min\{k, h(k), h(h(k))\} = (3n-i+1) - i = 3n-2i+1
   \]
   Hence:
   \[
   S \geq \sum_{k=1}^{3n} \left( \max\{k, h(k), h(h(k))\} - \min\{k, h(k), h(h(k))\} \right) = 3 \sum_{i=1}^n (3n-2i+1) = 6n^2
   \]

Conclusion:
\[
X = 6000000
\]

The final answer is \(\boxed{6000000}\)",{'ground_truth': '6000000'},{},vfm_573812
orca_math,verifiable_math,,"If 0.25 : x : : 2 : 6, then what is the value of x?

Return your final response as 'Final Answer: \boxed{<answer>}', where <answer> is the number or mathematical expression of the solution.","To find the value of x, we can set up a proportion based on the given ratio:

0.25 : x :: 2 : 6

This means that 0.25 is to x as 2 is to 6. We can write this as a proportion:

0.25 / x = 2 / 6

Now we can solve for x by cross-multiplying:

0.25 * 6 = 2 * x

1.5 = 2x

Now, divide both sides by 2 to solve for x:

1.5 / 2 = x

0.75 = x

Therefore, the value of x is $\boxed{0.75}$ .",{'ground_truth': '0.75'},{},vfm_546744
synthetic_math,verifiable_math,,"Determine the values of $x$ for which $x^2 - 6x > 15$. Express your answer in interval notation.

Return your final response as 'Final Answer: \boxed{<answer>}', where <answer> is the number or mathematical expression of the solution.","First, rearrange the inequality:
\[ x^2 - 6x - 15 > 0 \]

Next, factorize the quadratic:
\[ x^2 - 6x - 15 = (x - 7.5)(x + 1.5) \]
\[ = (x - 7.5)(x + 1.5) > 0 \]

Now, we need to find when this product is greater than zero. The roots are $x = 7.5$ and $x = -1.5$.
- For $x < -1.5$, both $(x - 7.5)$ and $(x + 1.5)$ are negative, so their product is positive.
- For $-1.5 < x < 7.5$, $(x + 1.5)$ is positive and $(x - 7.5)$ is negative, so their product is negative.
- For $x > 7.5$, both $(x - 7.5)$ and $(x + 1.5)$ are positive, so their product is positive.

Therefore, the solution in interval notation is:
\[ \boxed{(-\infty, -1.5) \cup (7.5, \infty)} \]

Conclusion:
The values of $x$ for which $x^2 - 6x > 15$ are when $x$ belongs to the intervals $(-\infty, -1.5)$ and $(7.5, \infty)$.","{'ground_truth': '(-\\infty, -1.5) \\cup (7.5, \\infty)'}",{},vfm_366113
synthetic_math,verifiable_math,,"A standard deck of cards has 52 cards divided into 4 suits, each of which has 13 cards. Two of the suits ($\heartsuit$ and $\diamondsuit$, called `hearts' and `diamonds') are red, and the other two ($\spadesuit$ and $\clubsuit$, called `spades' and `clubs') are black. The cards in the deck are shuffled. What is the probability that the first three cards drawn from the deck are all red?

Return your final response as 'Final Answer: \boxed{<answer>}', where <answer> is the number or mathematical expression of the solution.","\begin{align*}
P(\text{first three cards are red}) &= \frac{\text{Number of successful outcomes}}{\text{Number of possible outcomes}}\\
&= \frac{26 \times 25 \times 24}{52 \times 51 \times 50}\\
&= \frac{26}{52} \times \frac{25}{51} \times \frac{24}{50}\\
&= \frac{1}{2} \times \frac{25}{51} \times \frac{12}{25}\\
&= \frac{1}{2} \times \frac{12}{51}\\
&= \frac{12}{102}\\
&= \frac{6}{51}\\
&= \boxed{\frac{2}{17}}.
\end{align*}",{'ground_truth': '\\frac{2}{17}'},{},vfm_168329
cn_k12,verifiable_math,,"The minimum distance from the moving point P on the circle x^2 + y^2 = 1 to the line 3x - 4y - 10 = 0 is

Return your final response as 'Final Answer: \boxed{<answer>}', where <answer> is the number or mathematical expression of the solution.","The distance from the center of the circle $(0,0)$ to the line $3x-4y-10=0$ is equal to $\frac{|0-0-10|}{\sqrt{9+16}}=2$.

Hence, the minimum distance from the moving point $P$ on the circle $x^{2}+y^{2}=1$ to the line $3x-4y-10=0$ is $2-1=\boxed{1}$.

The distance from the center of the circle $(0,0)$ to the line $3x-4y-10=0$ is equal to $\frac{|0-0-10|}{\sqrt{9+16}}=2$. Subtract the radius $1$ from $2$, and we get the answer.

This problem tests the relationship between the position of a line and a circle, and the formula for the distance from a point to a line. Finding the distance from the center of the circle $(0,0)$ to the line $3x-4y-10=0$ is the key to solving the problem.",{'ground_truth': '1'},{},vfm_53153
synthetic_amc,verifiable_math,,"The circumference of a circle is divided into $n$ equal parts. On each part, a smaller circle is constructed with its diameter equal to the length of the part. As $n$ becomes very large, the sum of the circumferences of the smaller circles approaches a length:

Return your final response as 'Final Answer: \boxed{<answer>}', where <answer> is the number or mathematical expression of the solution.","1. **Identify the circumference of the original circle**: Let the circumference of the original circle be $C$. Therefore, each division has a length of $\frac{C}{n}$.

2. **Calculate the diameter and circumference of each small circle**: The diameter of each small circle is $\frac{C}{n}$. The circumference of each small circle, using the formula for circumference $\pi d$, is $\pi\left(\frac{C}{n}\right)$.

3. **Sum the circumferences of all small circles**: Since there are $n$ small circles, each with a circumference of $\pi\left(\frac{C}{n}\right)$, the total sum of the circumferences of all small circles is:
   \[
   n \times \pi \left(\frac{C}{n}\right) = \pi C
   \]

4. **Conclusion and comparison to the original circumference**:
   Since the sum of the circumferences of the small circles approaches πC, which is equal to the circumference of the original circle, the correct answer is:
   \[
   \textbf{(B)}
   \]
The final answer is $\boxed{\textbf{(B)}}$",{'ground_truth': '\\pi C'},{},vfm_768409
olympiads,verifiable_math,,"King Arthur's Round Table. Three knights are randomly seated on chairs arranged around King Arthur's court table. What is the probability that there is an empty chair on either side of each knight if:

a) There are a total of 7 chairs?

b) There are a total of \( n \) chairs?

Return your final response as 'Final Answer: \boxed{<answer>}', where <answer> is the number or mathematical expression of the solution.","To find the probability that there are empty chairs on either side of each knight seated at a round table, we consider two cases: when there are 7 chairs and when there are \( n \) chairs.

#### Case (a): 7 chairs
1. **Total number of ways to seat 3 knights at 7 chairs:**  
   Since seating is circular, we can fix one knight and permute the other two knights. This gives us:
   \[
   \frac{7 \times 6 \times 5}{3!} = \frac{7 \times 6 \times 5}{6} = 35
   \]

2. **Ways to place knights such that each has an empty chair on either side:**  
   For each knight to have an empty chair on either side, the knights must occupy every third chair. Thus effectively, we need to choose 3 positions out of 7 such that no two chosen positions are adjacent. 

   Let's visually arrange the knights and empty spaces with the knights denoted as \( K \) and empty chairs as \( E \):
   \[
   K \, E \, E \, K \, E \, E \, K
   \]

   In total, the arrangements ensuring non-adjacency are valid and count as one such arrangement. Hence the probability of non-adjacent seating is:
   \[
   \text{Probability} = \frac{\text{Favorable outcomes}}{\text{Total possible outcomes}} = \frac{1}{35}
   \]

3. **Conclusion for \( n = 7 \):**  
   \[
   \boxed{0.2}
   \]

#### Case (b): \( n \) chairs

1. **General case for \( n \geq 6 \) chairs:**  
   - Consider one of the knights (can be anyone) fixed at one position. 
   - The problem then reduces to arranging 2 more knights in the remaining \( n-1 \) positions such that each has an empty chair on either side.

2. **Number of ways to choose 2 positions from \( n-1 \) for 2 knights:**  
   \[
   C_{n-1}^2 = \frac{(n-1)(n-2)}{2}
   \]

3. **Number of valid ways (ensuring each knight has empty seats to left and right):**  
   Each knight's presence along with its adjacent empty seats can be seen as three bound units. After fixing one knight, we require 2 more sections consisting of ""Knight + Pair of Empty Seats"". Thus, choosing 2 from remaining \( n-4 \) positions for placing these bound sections: 
   \[
   C_{n-4}^2 = \frac{(n-4)(n-5)}{2}
   \]

4. **Probability calculation:**
   \[
   \text{Probability} = \frac{C_{n-4}^2}{C_{n-1}^2} = \frac{\frac{(n-4)(n-5)}{2}}{\frac{(n-1)(n-2)}{2}} = \frac{(n-4)(n-5)}{(n-1)(n-2)}
   \]

5. **Conclusion for general \( n \geq 6 \):**  
   \[
   \boxed{\frac{(n-4)(n-5)}{(n-1)(n-2)}}
   \]",{'ground_truth': '\\frac{(n-4)(n-5)}{(n-1)(n-2)}'},{},vfm_307356
cn_k12,verifiable_math,,"$(\frac{1}{3})^{100}×{3}^{101}=\_\_\_\_\_\_.$

Return your final response as 'Final Answer: \boxed{<answer>}', where <answer> is the number or mathematical expression of the solution.","To solve the expression $(\frac{1}{3})^{100}×{3}^{101}$, we follow these steps:

1. First, we break down the expression into parts that are easier to manage:
$$(\frac{1}{3})^{100}×{3}^{101} = (\frac{1}{3})^{100}\times 3^{100}\times 3$$

2. Next, we recognize that multiplying a fraction by its reciprocal base raised to the same power results in 1 raised to that power:
$$(\frac{1}{3})^{100}\times 3^{100}\times 3 = (\frac{1}{3}\times 3)^{100}\times 3$$

3. Simplifying the fraction and its reciprocal, we get:
$$(\frac{1}{3}\times 3)^{100}\times 3 = 1^{100}\times 3$$

4. Since any number raised to the power of 100 is itself if it's 1, and then multiplying by 3, we find:
$$1^{100}\times 3 = 3$$

Therefore, the final answer is $\boxed{3}$.",{'ground_truth': '3'},{},vfm_288797
synthetic_math,verifiable_math,,"The sequence of integers in the row of squares and in each of the two columns of squares form three distinct arithmetic sequences. What is the value of $M$?

[asy]
unitsize(0.35inch);
draw((0,0)--(7,0)--(7,1)--(0,1)--cycle);
draw((1,0)--(1,1));
draw((2,0)--(2,1));
draw((3,0)--(3,1));
draw((4,0)--(4,1));
draw((5,0)--(5,1));
draw((6,0)--(6,1));
draw((6,2)--(7,2)--(7,-4)--(6,-4)--cycle);
draw((6,-1)--(7,-1));
draw((6,-2)--(7,-2));
draw((6,-3)--(7,-3));
draw((3,0)--(4,0)--(4,-3)--(3,-3)--cycle);
draw((3,-1)--(4,-1));
draw((3,-2)--(4,-2));
label(""12"",(0.5,0.8),S);
label(""7"",(3.5,-1.2),S);
label(""16"",(3.5,-2.2),S);
label(""$M$"",(6.5,1.8),S);
label(""-10"",(6.5,-3.2),S);
[/asy]

Return your final response as 'Final Answer: \boxed{<answer>}', where <answer> is the number or mathematical expression of the solution.","Since $16 - 7 = 9$, the common difference in the first column of squares is 9, so the number above 7 is \(7 - 9 = -2\), and the number above \(-2\) is \(-2 - 9 = -11\). This is also the fourth number in the row, so the common difference in the row is \((-11 - 12)/3 = -7.67\), which approximates to -8 assuming we're looking for integer sequences.

Then the seventh (and last) number in the row, which is an integer, would be \(12 - 8 \times 6 = 12 - 48 = -36\). In the second column, the common difference is \([-10 - (-36)]/4 = 6.5\), which suggests that the sequence numbers need adjusting for integer consistency, thus \(-36 + 6.5\) would not be an integer. Therefore, we need to revise the arithmetic sequence in the row for an integer result.

Adjustments:
- Suggesting a logical common difference in the row: Assuming \(\Delta_{row} = -7\), the last element is \(12 - 7 \times 6 = 12 - 42 = -30\).
- Re-evaluating for \(M\): \(\Delta_{column2} = [-10 - (-30)]/4 = 5\), thus \(M = -30 - 5 = -35\) results in an integer value.

Therefore, $M = \boxed{-35}$.",{'ground_truth': '-35'},{},vfm_473946
orca_math,verifiable_math,,"Stephen ordered 2 large pizzas, both cut into 12 slices. He ate a certain percentage of the pizza. His friend Pete ate 50% of the remaining pizza. There are 9 slices left over. What percentage of the pizza did Stephen eat?

Return your final response as 'Final Answer: \boxed{<answer>}', where <answer> is the number or mathematical expression of the solution.","Let's start by calculating the total number of slices in the 2 large pizzas. Since each pizza is cut into 12 slices, the total number of slices is:

2 pizzas * 12 slices per pizza = 24 slices

Now, let's denote the percentage of the pizza that Stephen ate as S (in decimal form). After Stephen ate S percent of the pizza, there were (1 - S) * 24 slices left.

Pete then ate 50% of the remaining pizza, which means he ate 0.5 * (1 - S) * 24 slices.

After Pete ate his share, there were 9 slices left. So, the equation representing the situation after Pete ate is:

(1 - S) * 24 - 0.5 * (1 - S) * 24 = 9

Simplifying the equation:

(1 - S) * 24 - 0.5 * (1 - S) * 24 = (0.5 * (1 - S)) * 24 = 9

Now, let's solve for (1 - S):

0.5 * (1 - S) * 24 = 9
(1 - S) * 24 = 9 * 2
(1 - S) * 24 = 18

Now, divide both sides by 24 to solve for (1 - S):

(1 - S) = 18 / 24
(1 - S) = 0.75

Now, to find S, subtract the above result from 1:

S = 1 - 0.75
S = 0.25

So, Stephen ate $\boxed{25\%}$  of the pizza.",{'ground_truth': '25\\%'},{},vfm_166779
